Spatial,Linguistic,Logic,Kinesthetic,Music,Interpersonal,Intrapersonal,Naturalistic,Career Recommendation
5,3,5,5,5,5,4,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,5,5,2,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,5,5,1,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,4,5,5,5,5,0,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,4,5,5,5,1,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,5,4,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,5,2,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,5,1,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,4,5,5,5,0,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,3,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,4,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,2,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,1,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,4,5,5,0,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,4,5,2,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,4,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,2,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,1,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,4,5,0,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,4,4,5,5,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,4,5,5,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,2,5,5,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,1,5,5,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,4,0,5,5,5,5,5,"Architect,Desainer,Aerospace,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,5,5,5,3,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,5,5,5,5,5,5,4,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
2,5,5,5,5,5,5,2,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,5,5,5,5,5,5,1,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
4,5,5,5,5,5,5,0,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
3,5,5,5,5,5,2,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,5,5,4,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,5,5,2,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,5,5,1,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
4,5,5,5,5,5,0,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,5,1,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,5,4,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,5,2,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,5,1,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,5,5,5,5,0,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,5,5,1,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,4,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,2,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,5,1,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,5,5,5,0,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,2,5,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,4,5,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,2,5,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,5,1,5,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,5,5,0,5,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
1,5,2,5,5,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,4,5,5,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,2,5,5,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,5,1,5,5,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,5,0,5,5,5,5,5,"Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,2,5,5,5,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,4,5,5,5,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,2,5,5,5,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
3,1,5,5,5,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
4,0,5,5,5,5,5,5,"Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,5,5,1,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,5,5,5,3,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,5,5,5,2,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,5,5,5,3,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,5,5,5,4,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant"
5,5,5,5,5,5,4,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,5,3,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,5,2,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,5,3,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,5,4,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,1,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,3,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,2,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,3,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,5,4,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,4,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,3,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,2,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,3,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,5,4,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,4,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,2,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,3,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,5,4,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,4,5,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,2,5,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,3,5,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,5,4,5,5,5,5,5,"Architect,Desainer,Aerospace,Journalist,Writer,Law,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,2,5,5,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,3,5,5,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
5,4,5,5,5,5,5,5,"Architect,Desainer,Aerospace,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
2,5,5,5,5,5,5,5,"Journalist,Writer,Law,Data Scientist,Programmer,Engineering,Athlete,Therapist,Surgeon,Musician,Composer,Singer,Teacher,Counselor,Lecturers,Life Coach,Psychologist,Consultant,Biologist,Agriculture,Veterinary Medicine"
